domain,label
randexpr.com/css/123659854/125689545/security/,Fake
randexpr.com/css/redirect/index.php,Fake
mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.html,Fake
docs.google.com/spreadsheet/viewform?formkey=dGdieTRJdWpOSzIwcGwtQ2MxdzA4aFE6MQ,Fake
tinyurl.com/cq2yvst,Fake
www.emailformwizard.com/form.php?id=14339,Fake
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/228eaa4661a4e10eef24b068ad81c219/wbsccr.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365f659688b40da34ba9cae26e54859a986f659688b40da34ba9cae26e54859a986,Fake
p3green.com/pp/Gx55AA011055_ssh/n=1057923584&amp;fid=5c8a45349a8427f921358a42650ce4b/rd0306sv0v0xxx25_DosIgn_ssl=cgi_025553/,Fake
www.edyshsdf32.hut4.ru/Redirecionamento.html?#,Fake
senyo.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,Fake
tvzoetermeer.nl/wp-content/via.php?Korbin.Mckinney,Fake
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/be9483d24fb9d36353b82bf3e9868181/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1a8a7d3e45cc7930ff7e377995e62f771a8a7d3e45cc7930ff7e377995e62f771,Fake
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/cde4c901de000d2a9ebcde641e4f31d8/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a19c9dea0474e6d3e7f0bcdac2284bb0f89c9dea0474e6d3e7f0bcdac2284bb0f8,Fake
www.panda-forumx.tk/login.asp?ref=us.battle.net/account/Fmanagement/index.xml&amp;app=bam,Fake
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/856583930f908bce0f2e2b3ba40ed03d/,Fake
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/8e97c389aaebc654c70ac30c4cce79a1/,Fake
shylands.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,Fake
cadastre.orgfree.com/perfilbb.php,Fake
inetserv.visa.com.ar.php53-23.ord1-1.websitetestlink.com/visa.php,Fake
www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html,Fake
www.oasisbucaramanga.org/portal/templates/beez/css/e5/Atualizar_Dados.php?confirmando,Fake
pyuthansamachar.com/np/Paypal_Virefication/741f85e09681ab7d07cdbad92235ec1e/webscr.php,Fake
www.egitimogretimci.com//wp-admin/images/screenshots/index.htm,Fake
sgipromis.com/phpFormGenerator/forms/form1.html,Fake
www.rrp-mfg.com/bin/,Fake
pichincha.polnet-computer.com/internexo/jsp/loginbiometrico/loginBiometrico.jsp,Fake
senyo.com/old_aol.1.3/?Login=&amp;amp;Lis=10&amp;amp;LigertID=1993745&amp;amp;us=1,Fake
vendez1site.com/includes/install/1fa21b5beb49f1908ecd410b63cb756d/,Fake
pichincha.polnet-computer.com/internexo.html/,Fake
thedoorfellowship.com/joomla.php,Fake
www.auraform.com.au/news/ramax/remax/index.htm,Fake
quesadaman.net/remax.net/remax/index.htm,Fake
bit.ly/Oceask,Fake
sudiharuman.com/components/com_ninjaxplorer/Remax.net/subscrible/subscriber/index.php,Fake
mgaseed.com//remax/index.htm,Fake
aliciathurstonboudoir.com/images/Remixx/,Fake
'www.edyshsdf32.hut4.ru/Redirecionamento.html?#\%20\%280.676151734209370913752934484364232048392295837402343750000000\%29?0.15614.1.12923.1.06764',Fake
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/1589dc6db2de7c49f2000d6e0859b354/info.html,Fake
trofeosybolas.com/images/remax/remax/,Fake
lafayetteprivateequity.com/wp-com/,Fake
woodmillwonder.com/upgrade/login/Trulia/index.htm,Fake
cesven.com/wp-content/themes/twentyeleven/ohjhsg.php,Fake
phdpu.edu.ua/public/Regions/?www.regions.com/personal.rf,Fake
analo.ns11-wistee.fr/.your-account.php,Fake
mobilemoneymakingmachines.com/auto/nav/You.Subscribe.toOne.Of-Our-Paid-Services/L=NuocSmKL8V2S2DKSYsaDdQE2JSQ.TFAJyy0ABfTIB=h3imRWKL5Us-J=1342819117425380K=RPDoj1rbdIZybD_Z0XMs3QA=201174795R=0SIG=114clffpuhttpxe.overview.mail.html,Fake
dazzletechnologies.com/images/worldwide/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal,Fake
thodamyngheninhbinh.com/images/index_ha_207_3.html,Fake
tinyurl.com/cepfn35,Fake
teknocin.net//mobil/northrock.htm,Fake
excellent-rp.pl/images/imperial/agfsghjs.php,Fake
chisomventures.com/dir10/Create/Wed/Processing.htm,Fake
www.capsoftnm.com/main/scap/d1e5500e9cc9019b59e33d222ac0a2ad/,Fake
www.capsoftnm.com/main/scap/,Fake
energia-gyogyaszat.hu/wp-content/plugins/azigen/Onlinechas/chaseonlne/online/login.php,Fake
spreadabundance.com/uploads/remax/index.htm,Fake
mjc-wwl.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,Fake
joiararapetshop.com.br/login.html,Fake
gunsngadgets.net/webscr-sgi/member2/security/,Fake
mindfulsolutionsinc.com/rad/mal.html.draft,Fake
'www.google.ad/url?sa=f&rct=j&url=https:/www.paypal.com.ar/ar/cgi-bin/webscr\%3Fcmd\%3D_home&q=paypal+argentina&ei=KnwMUJPvJebB0QWg_9TSCg&usg=AFQjCNGS_At_KxJucgoGBbHISLuHcNez_Q',Fake
caoc.cat/wp-admin/user/admin../remax.com.html,Fake
www.jamiefieldevents.com/remax/index.htm,Fake
whchile.com/medios/Yahoo/,Fake
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/1dd30b5535f8add275b4fcafd10592ac/,Fake
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/,Fake
passivemobilemoneymachine.com/Paypal_Virefication/796c8b705a7a52b05d512539f12dbd41/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
gwj194.internetdsl.tpnet.pl:84/eBayISAPI.dll.htm?co_partnerId=2&siteid=0&UsingSSL=1,Fake
paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code100/security/login.php,Fake
passivemobilemoneymachine.com/Paypal_Virefication/01f9b721a84d45bbaf6740a69b03ad15/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
bosungcanada.com/bbs/table/board_0/upload/co-operativeinvestments.co.uk.htm,Fake
hotelkutno.blo.pl/out.php?url=www.free.items.blo.pl&amp;alias_id=33567714,Fake
hotelkutno.blo.pl/out.php?url=www.free-itemki.blo.pl&amp;alias_id=33567717,Fake
zzzinn.com/www.paypal.co.il/israel/06282818e091d0d3faee8d9384d85353843faee8d9384d85353843ae3ae091d0d3faee8d938/logrun.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0fb66ac5db93ccd1b57fe4803d8555feefb66ac5db93ccd1b57fe4803d8555fee,Fake
www.remembermargo.com/rm/redirection-cielo.html.htm,Fake
www.battled3.tk/login.asp?ref=us.battle.net/account/management2Findex.xml&amp;app=bam,Fake
qualitycleaningatlanta.com/wp-includes/js/crop/index/index/index/index/index/index/gon.php,Fake
diagsv7.com/html/dp1207-xforex.htm,Fake
passivemobilemoneymachine.com/Paypal_Virefication/,Fake
passivemobilemoneymachine.com/,Fake
www.paypal.com.wpjsvx0ljnxvxd5pnczgk3olpztff9uzs7egwrv1gcepixsc355ujwinqirag9.adityacalibrationservice.com/,Fake
paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code15/security/,Fake
paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code8/security/login.php,Fake
www.remax-offer.com/login/,Fake
www.remax-offer.com/login,Fake
parsunit.com//img/openImg/social_net/agent/realtor.htm,Fake
tinyurl.com/btdk39c,Fake
hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/restore.php,Fake
euodoo-recycle.co.uk/fileslist.php,Fake
home.comcast.net/~d.stillabower/ISAPIdllCustomerSupaaport&ambaybuyerprotec4tionpolicie564509sindexha.html,Fake
hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/authwebscr.htm,Fake
2099714.sites.myregisteredsite.com/suspended.php,Fake
www.dzpubliker.com/paypal-com.us.webscrlcmdl.login.submit.dispatch.5885d80a/dir.php,Fake
senyo.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,Fake
www.healthandwellbeings.net/wp-content/themes/twentyeleven/languages/ter/aol/costor/ubdet/inde.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,Fake
71102paypal42654.teas111.com/wrtb5U82La.php?3oqdx6NJLr4tY40VavXzRZLmLFka7dt8jFKL5ffS7MFN2a1t5ZCPq1mQMsDROTRIEGkZ6YNsY8QYL4K0IrnXTxlJ9ai5X0rJCsEi,Fake
54661paypal97844.teas111.com/Ub3gY3XbNt.php?R72SxAKSw2EimQtn1kxO4XyYXDRUlvqlN35inBMTtCvB2ZRARzs1GOd0AsLqWvVZ25TAwxRP2ASH9lqH2He1iSoblcFdNf1VgDyh,Fake
shylands.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,Fake
74634paypal15794.teas111.com/978SGe6FdV.php?DTaSyZWbEdEZOrOuLy3KzJFzTqDZXqkLDYEDEr190BQlbmvRs7QW06iGfisMeOETP7XGc8UUJJQNtG86YFz3Zgou0MWaaC7VXcLA,Fake
brodka.nago.blo.pl/out.php?url=www.tibia.com.subtopic.forum.blo.pl&alias_id=33567796,Fake
beautymeworld.com/login/Remax,Fake
'justoneofthosethings.co.uk/bahi\%20paypal/secure-code4/security/login.php',Fake
lumenamusic.co.uk/wp-includes/aol.com/update.htm,Fake
buytradeselltradingpost.com/,Fake
rollershutter-direct.com/60d21bfab1ade33a41985ca86e9919c9/,Fake
balihdxzv.php5.cz/ooxo/iiaolup.htm,Fake
wooperformance.com/components/com_mailto/page_data.capitec.data/,Fake
www.theorderangel.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.itsgolfersworld.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.workfromhomecooloffers.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.winthelotteryinfo.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.doggie-school.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.warriorspiritcenter.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.instantmobilemoneymaker.com/~lmafamor/www.paypal.com.au/webscr.php,Fake
www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/dcbb1137ac4fc5105b0a7a9c56e1db52/,Fake
dhoso.com/.confirm/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5cf719fcd33c03df0325a8492517cd170cf719fcd33c03df0325a8492517cd170,Fake
www.bancadenoticias.com/~mpseu/l/,Fake
v-27-120-105-164.ub-freebit.net/www1.royalbank.com/cgi-bin/rbaccess4/rbunxcgi/,Fake
v-27-120-105-164.ub-freebit.net/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi/,Fake
www.paypal.com.cgi-bin-webscr.cmd-login-submit-dispatch-5885d80a13c0db1f8e263663d.sakongroup.net/en-us/en/204acdeb34d713e4aeb264f790a8454b/,Fake
home.comcast.net/~arucker/ISAPIdllCustomerSupaaport&amp;ambaybuyerprotec4tionpolicie564509sindexha.html,Fake
ns1.jayshreeindia.in/icons/.reg/secure.regions.com/System/index.html,Fake
ns1.jayshreeindia.in/icons/.reg/secure.regions.com/System/index.php,Fake
strippokerdollars.com/wp-includes/Redirect.php,Fake
www.distribuzione-informatica.it/admin/uploads/open24onlinesecure/open24onlinesecure/login.aspx.htm,Fake
'justoneofthosethings.co.uk/bahi\%20paypal/secure-code0/security/login.php',Fake
jornalo2.com.br/nowsignnowonebaysigninowsiginnow/index.html.htm,Fake
www.colombopaesedelicias.com.br/images/securechaseaccountchase.com/index.html,Fake
www.cad4589.fav.cc/Nova/cielo/index.html?Primeiro-erro,Fake
www.cad4589.fav.cc/Nova/index3.html,Fake
www.cad4589.fav.cc/Nova/cielo/index.html,Fake
mcdonaldmeats.com.au/neon/matrix/turcia/,Fake
standard-invfin.com/massive/us.match.com-login.php,Fake
lsiberereseerve.com/llllllllibertyreserve.com/verify.php,Fake
kalsiestate.com/cache/Cielo/index.html,Fake
omega-elevators.com/~starlife/system/Danois.technique.haster.urgent.help.confirm/auth_user/bins/auth0user.cgidate=354397671245442/pay_form_ec_cvv2.html,Fake
easternlegacy.com/modules/FileManager/page_capitec_page.htm/,Fake
atdf.de/wp-includes/js/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e1e6eb7c3cb46b4e4a861f9fc1d38506a1e6eb7c3cb46b4e4a861f9fc1d38506a,Fake
www.taezny.ru/modules/mod_login/www.nets.eu/dk-da/Pages/default.aspx/,Fake
www.ihr-einkauf.com/ie_bilder/Files/files/customer/login/logout/,Fake
easternlegacy.com/caurina/transitions/properties/secure_capitec_secure/,Fake
www.fazetook.com/,Fake
www.paypal.at.cgi-bin.3c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c846.app.goonow.com/at/index.htm,Fake
paypal.com.cgi-bin.webscr.cmd-account-run.updates-paypal.confirm-paypal.details.php.cmd.account.kalpanacrafts.com/webscr.php,Fake
'cciampnr.com/car/Carsales\%20Network\%20Seller\%20Engine.htm',Fake
robertcraigactive.co.uk/wp-content/plugins/wp-pagenavi/scb/www.visaeurope.fr/,Fake
xfiles.eink.com/dessing/site/secure/your/personal/account/be/more/safe/whit/us/dont/trust/lier/dk/olb/auth/,Fake
toulouse-epilation-laser.com/docs/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e6602edfaa0875ecccabb435dedee88be6602edfaa0875ecccabb435dedee88be,Fake
dentalcosta.com.br/security/login.php,Fake
'mkto-k0126.com/track?type=click&enid=bWFpbGluZ2lkPXByb2Qtay0xODUmbWVzc2FnZWlkPTE4NSZkYXRhYmFzZWlkPTEzMjY0MjMzMjEmc2VyaWFsPTEyNDI4MDkzMjEmZW1haWxpZD10bWNjYXNrMTJAeWFob28uY29tJnVzZXJpZD1rLTEyNi0xODQzNC00MzE2MTQ0LTUxJmV4dHJhPSYmJg==&&&www.paypal.com/help?mkt_tok=3RkMMJWWfF9wsRonuanLZKXonjHpfsX86O0rWKOylMI\%2F0ER3fOvrPUfGjI4AT8BkI\%2FqLAzICFpZo2FFIG\%2FmFfYw\%3D',Fake
sapiensfaculdade.com.br/security/login.php,Fake
luisramonperu.com/service/7ef7caa772f7dc1daa66800841765148/,Fake
app.qmailer.co.uk/link/8556/3621624/179552,Fake
hassanalsheikh.com/wp-content/languages/Paypal.Us/index.php,Fake
app.qmailer.co.uk/link/8556/3625144/179552,Fake
waquilters.org.au/wp-content/themes/index.html,Fake
alibabamailveriication.yolasite.com/contact-us.php,Fake
billing.evotechsrd.com/downloads/globalsources/B2B/tradealert/globalsources.html,Fake
www.receilafederal.com/,Fake
www.blogaosertanejo.com.br/n.pac,Fake
www.blogsertaouniversitario.com.br/monitor/index.php,Fake
www.receilafederal.com/regionais/processos/?1020041872012,Fake
surfable.co/wp-content/plugins/contact-form-7/includes/Alibaba-Secure-Data.html,Fake
brunswicktradings.com/global/,Fake
www.imobuzios.com.br/imagens/login.htm,Fake
www.cielofidelidadepromocao2011.xpg.com.br/cad-id=0985.php,Fake
www.cielofidelidadepromocao2011.xpg.com.br/,Fake
www.cielofidelidadepromocao2011.xpg.com.br/vantagens.html,Fake
702recycling.bo.lt/lamborghini_gallardo_lp560_in_lamborghini_ebay_motors,Fake
www.ilam-telecom.ir/public/css/c1.html,Fake
nobell.it/70ffb52d079109dca5664cce6f317373794/login.SkyPe.com/en/cgi-bin/verification/login/70ffb52d079109dca5664cce6f317373/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,Fake
'homeimprovementmessage.com/bahi\%20paypal/secure-code5/security/login.php',Fake
'homeimprovementmessage.com/bahi\%20paypal/secure-code92/security/login.php',Fake
pd907fc48.dip0.t-ipconnect.de/www2.paypal.com/uk/index.php,Fake
www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/8f00087720b3d3330c825a0d6c48620a/,Fake
80816paypal79807.teas111.com/9JXGgsCPYA.php?BilKm6vtW6kjxnEApk3lqWo4AZqH5qBzS3kPX5i9MYYqRHrLSHE9McRdaGFsYCV0XheBYRcC7AUJDBd9FNZ4sLWI7vHI2j4wOQlc,Fake
equipmentshop.com/includes/readme.html,Fake
www.7kaya.net/~agmalnoo/www.paypal.com/www.paypal.com.cgin.updateupuir-accountonlineaccounthjisdhfu4ihiushf4uhiuhu4ihfshf4uihufhku4fh/creadit.html,Fake
www.battlle.tk/login.asp,Fake
cordeliomail.com/graphics/outlines/m.php,Fake
www.file-link.info/~agmalnoo/www.paypal.com/www.paypal.com.cgin.updateupuir-accountonlineaccounthjisdhfu4ihiushf4uhiuhu4ihfshf4uihufhku4fh/creadit.html,Fake
aksharbharti.com/paypal/,Fake
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/cce0afd11c4096ee0282620ae0fb57a6/,Fake
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/,Fake
bit.ly/Mu58sy,Fake
'homeimprovementmessage.com/bahi\%20paypal/',Fake
www.pflp.ps/uploads/sub_album38/admin/,Fake
www.ofertatam.voudeargohost.net/resgate/,Fake
www.nrj-sol-r.com/sicreditotalinternet/recadastramento/sicredi.php,Fake
carsinlove.com/www.pay.pal.net/nirvana.php?cmd=_login-run&dispatch=c2bb5724a7c00e987c64436a93ab0047c2bb5724a7c00e987c64436a93ab0047,Fake
'homeimprovementmessage.com/bahi\%20paypal/secure-code1/security/login.php',Fake
centralseg.com/admin/redirect.php,Fake
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/e928ca34f96bede0802933035017a8bd/,Fake
www.peedosl.net/paypal/,Fake
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.4451545112587451231121542221255411444778111543.ecommandotechnology.in/cmd=_login-submit&dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a9c15cd8e632c70896901ec248f1cf632/,Fake
lianlijie.com/static/de/webscr.php,Fake
the-m-project.org/wp-content/themes/good-minimal/functions/options/ib.nab.com.au,Fake
the-m-project.org/wp-content/themes/good-minimal/functions/options/ib.nab.com.au/,Fake
www.gmtg-sousse.com/templates/beez/images/conf/,Fake
fish-west.co.uk/media/cgi-bin/ca/.webscrcmd=_login-run/,Fake
fish-west.co.uk/media/cgi-bin/ca/,Fake
url2it.com/ogdi,Fake
